| 0.9404 | 0.8577 | 0.9193 | 0.8703 |
| ------ | ------ | ------ | ------ |
| 0.9567 | 0.8417 | 0.9337 | 0.8482 |
| 0.9369 | 0.9189 | 0.9723 | 0.8271 |
| 0.9433 | 0.9857 | 0.9820 | 0.9295 |
| 0.9636 | 0.9628 | 0.9681 | 0.9748 |
| 0.9713 | 0.9582 | 0.9360 | 0.7509 |
| 0.9680 | 0.9285 | 0.9680 | 0.9092 |
| 0.9550 | 0.9386 | 0.9583 | 0.9169 |
| 0.9438 | 0.9364 | 0.9695 | 0.9375 |
| 0.9564 | 0.9388 | 0.8835 | 0.8773 |
